player_id,team_id,player_name,team,position,attempt_at_goal_on_target,attempt_at_goal,attempt_at_goal_conversion_rate,attempt_at_goal_inside_the_penalty_area,attempt_at_goal_outside_the_penalty_area,headed_attempt_at_goal,xg,xg_goal_effiency_rate,corners,own_goals,forced_turnovers,defensive_pressures_applied,direct_defensive_pressures_applied,fouls_against,fouls_for,yellow_cards,red_cards,indirect_red_cards,offsides,passes,passing_accuracy_rate,crosses,crossing_accuracy_rate,linebreaks_attempted_defensive_line,linebreak_attempted_defensive_line_rate,attempted_switches_of_play,switches_of_play_rate,goalkeeper_saves,goalkeeper_defensive_actions_inside_penalty_area,goalkeeper_defensive_actions_outside_penalty_area,offers_to_receive_total,offers_to_receive_in_behind,offers_to_receive_in_between,offers_to_receive_in_front,offers_to_receive_inside,offers_to_receive_outside,receptions_in_behind,receptions_between_midfield_and_defensive_line,receptions_under_pressure,number_of_involvements,avg_speed,speed_runs,sprints,total_distance,attacking_rank,defensive_rank,creativity_rank,attacking_score,defensive_score,creativity_score,competition_stage,goals,total_competition_minutes_played,fdcp_top_scorer_rank,assists,is_active,global_rank_x,global_score_x,fdh_tier_x,fdh_tier_multiplier_x,final_multiplier_x,total_distance_km_x,avg_speed_kmh,minutes,goals_p90,assists_p90,xg_p90,attempt_at_goal_p90,attempt_on_target_p90,attempt_inside_box_p90,corners_p90,crosses_p90,passes_p90,linebreaks_p90,switches_p90,involvements_p90,forced_turnovers_p90,pressures_p90,direct_pressures_p90,fouls_drawn_p90,fouls_committed_p90,receptions_pressure_p90,offers_in_behind_p90,receptions_in_behind_p90,sprints_p90,speed_runs_p90,distance_p90,total_distance_km_y,global_rank_y,global_score_y,fdh_tier_y,fdh_tier_multiplier_y,final_multiplier_y,attacking_threat,chance_creation,ball_progression,defensive_actions,possession_security,physical_impact,global_rank_y,global_score_y,fdh_tier_y,fdh_tier_multiplier_y,final_multiplier_y,shoot,offense,dribble,pass,speed,defense,grade_shoot,grade_offense,grade_dribble,grade_pass,grade_speed,grade_defense,overall_score,overall_grade,ego_x,ego_y,blue_lock_rank,blue_lock_score,blue_lock_tier,blue_lock_multiplier,blue_lock_final_score
419166,285023_43946,Ibrahima Konate,France,DF,0,0,0,0,0,0,0.0,0.0,0,0,1,2,2,0,0,0,0,0,0,11,91,0,0,0,0,0,0,,,,3,0,0,3,2,1,0,0,0,24,1.19,18,3,1968.45,,,,,,,Round of 16,0.0,19.0,575.0,0.0,False,,,None,1.0,1.0,1.96845,1.19,19.0,0.019193954472927467,0.014664181217316585,0.01718933786777492,0.17220815953110524,0.058349621597699505,0.10533642214742593,0.0637239288501192,0.23693017401381666,8.025367713574,0.2603467984707882,0.06856080537729692,17.870544107988767,0.738540714886087,3.874176015987139,0.9233742311371621,0.1579278574032472,0.1477934494415415,2.498361890014131,1.3052656799769595,0.13927133365556169,6.629924570160011,20.225975017027825,1.83641611234914,1.96845,,,None,1.0,1.0,11.046485610177669,9.105980415797596,25.016316151054884,11.260315606073027,36.91740581050389,10.181640685095998,,,None,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
430707,285023_43946,Jules Kounde,France,DF,0,1,0,1,0,0,0.0,0.0,0,0,27,81,20,2,4,0,0,0,1,267,90,12,8,5,20,0,0,,,,195,92,42,61,82,113,8,48,57,571,6.31,575,216,48793.78,354.0,70.0,226.0,4.110227584838867,6.215023040771484,5.503429412841797,Round of 16,0.0,464.0,1277.0,0.0,True,279.4,4.774247360229492,C,1.0,1.0,48.79378,6.31,464.0,0.018662223375205896,0.014257938658657305,0.01671314076589939,0.32393472618607383,0.056733159060625926,0.2589155399468565,0.06195858160568358,2.1083335821082607,47.866338607633594,1.0356206881799257,0.06666146189623547,102.97947567582615,4.787009593527314,16.13013290765796,3.714744592959984,0.46654729005864726,0.7696881522439918,11.349493353042716,15.666853580270347,1.3873911573203066,39.78017139990838,106.83462654313968,9.113577536245671,48.79378,279.4,4.774247360229492,C,1.0,1.0,49.05172361485781,61.28396219381966,89.08583154410915,85.09585440092086,70.86482146229797,98.22757498268358,279.4,4.774247360229492,C,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
368860,285023_43946,Lucas Digne,France,DF,1,1,0,0,1,0,0.02,0.0,0,0,12,26,3,3,1,0,0,0,0,170,88,10,10,4,50,0,0,,,,60,32,16,12,13,47,5,25,31,357,3.79,326,119,29520.76,,,,,,,Round of 16,0.0,280.0,1082.0,0.0,False,,,None,1.0,1.0,29.52076,3.79,280.0,0.02170658231072553,0.016583828885394305,0.023080078365649077,0.3767780320646158,0.24801458579739197,0.1191257237212617,0.07206585327160876,2.0882118077714598,38.01817206446367,1.0225343847538264,0.07753591201391159,80.82477759719373,2.837513381767789,8.74997156630304,1.2262771900072542,0.7246814859710088,0.34916725936537296,8.468239422649656,7.300984841787742,1.067635839110556,28.612912543994536,78.93788710482681,7.092068937826708,29.52076,,,None,1.0,1.0,53.23566040022424,60.26415628809612,79.03228888024404,55.97192354728704,65.57793019475092,72.8263754875281,,,None,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
464055,285023_43946,Malo Gusto,France,DF,0,0,0,0,0,0,0.0,0.0,0,0,0,7,5,2,0,0,0,0,0,27,96,0,0,0,0,1,100,,,,19,6,7,6,4,15,0,5,4,56,3.96,39,16,4211.0,,,,,,,Round of 16,0.0,38.0,636.0,0.0,False,,,None,1.0,1.0,4.211,3.96,38.0,0.02311511116952537,0.017659944933517382,0.02070096895898014,0.20738877741298162,0.07026993795535715,0.12685573009835524,0.07674216908282423,0.28533293227662115,12.766290978039505,0.3135333679034421,0.2764053626738134,27.72416160290131,0.6955799253133574,5.6348271534002805,1.6935260514895907,0.5778675058553921,0.17798635600534538,3.7841080725751755,2.7349491334300158,0.1677232466460761,10.504256472372495,28.428566363990054,2.646271654116127,4.211,,,None,1.0,1.0,29.650205586840954,28.142479834742634,42.03867357278031,24.953296506885707,60.30335196152169,23.411029149400477,,,None,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
405881,285023_43946,Maxence Lacroix,France,DF,0,0,0,0,0,0,0.0,0.0,0,0,1,6,3,2,0,0,0,0,1,46,93,0,0,0,0,0,0,,,,7,0,2,5,4,3,0,0,3,91,1.12,90,26,9363.51,,,,,,,Round of 16,0.0,100.0,804.0,0.0,False,,,None,1.0,1.0,9.36351,1.12,100.0,0.02526158271000231,0.019299849190441764,0.022623263011769666,0.22664692007414075,0.07679521143840704,0.1386355659124927,0.08386845459720768,0.31182897697226847,17.97669239757222,0.3426481078784713,0.09023437344012825,37.712960690911984,0.9720095658304224,5.9462397488317436,1.4271110125637305,0.6315283403799644,0.19451418686701777,3.9236627086278393,1.7178886706109973,0.18329804414377676,13.59806297065219,41.87218485146807,3.9835022160751676,9.36351,,,None,1.0,1.0,52.943798881655916,48.840995220892246,48.35127871031912,33.497877223409986,59.356894845309526,34.127999007997886,,,None,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
408042,285023_43946,Theo Hernandez,France,DF,0,3,0,1,2,0,0.12,0.0,0,0,25,41,7,2,3,0,0,0,0,109,95,3,33,2,50,1,100,,,,42,19,15,8,18,24,1,10,26,238,3.78,221,92,22364.76,,,,,,,Round of 16,0.0,222.0,1019.0,0.0,False,,,None,1.0,1.0,22.364759999999997,3.78,222.0,0.022921131408992098,0.01751174439646996,0.043592630173962976,0.7822829342346277,0.06968023948333597,0.31800268358359873,0.07609815627785377,0.8595729893457489,28.420501689841174,0.6953252552536691,0.2740857958039699,62.4739987630611,5.495030546635643,12.12273172297804,2.0637371747095274,0.5730180980552873,0.7531272550823896,7.981005523407351,5.2107473941470515,0.3585272439146968,25.024180870860427,63.17249222803396,6.113426102109675,22.364759999999997,,,None,1.0,1.0,56.04195154979125,58.461522807802154,73.56155034754232,74.27298738166125,72.79775601109255,58.730469820671956,,,None,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
419177,285023_43946,William Saliba,France,DF,0,1,0,1,0,1,0.06,0.0,0,0,12,23,12,3,0,0,0,0,0,248,98,0,0,1,0,2,100,,,,46,1,0,45,23,23,1,2,22,519,4.57,315,131,38298.57,315.0,17.0,356.0,4.421422481536865,6.890011787414551,4.469353199005127,Round of 16,0.0,402.0,1222.0,0.0,True,280.55,4.803693556785584,C,1.0,1.0,38.29857,4.57,402.0,0.01955969514229206,0.014943607088711132,0.027358275993491516,0.33951284168098506,0.059461473232567875,0.2713668638052395,0.06493818787240965,0.24144487683645313,47.05180291654606,0.4293309617743902,0.39791374477694863,99.40257934987643,2.556869428593941,7.3924868072541114,2.581201689350952,0.6530069422238012,0.1506096525956489,6.1544798095168,1.49416076532077,0.30594840481681185,27.75123461549909,69.326288119412,7.830393613306062,38.29857,280.55,4.803693556785584,C,1.0,1.0,42.56744844651756,39.37316429002933,75.82387130365927,50.77115450117513,71.46990940755234,73.6378471822031,280.55,4.803693556785584,C,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
484860,285023_43946,Bradley Barcola,France,FW,3,6,33,5,1,1,1.28,1.56,0,0,14,87,13,3,0,1,0,0,1,85,89,5,20,8,75,0,0,,,,87,49,24,14,41,46,10,70,64,226,6.03,219,108,29556.14,35.0,144.0,94.0,6.093977928161621,5.742942333221436,6.13118314743042,Round of 16,2.0,297.0,31.0,1.0,True,66.1,6.050623893737793,B,1.1,1.1,29.55614,6.03,297.0,0.3798453909095531,0.19556537444743086,0.24856333443727585,1.2671804111533995,0.6026837138214798,1.0134783440543793,0.07096096308944036,1.160017007590886,22.200246546316627,1.7238004344175524,0.07634715667333764,56.105708192617485,3.1524811579516183,19.54920386194455,2.9998343419028606,0.7135709055407619,0.16457813728575024,14.253188647874321,10.236057179164478,1.9474462113940842,26.202634853752738,58.54940617265847,6.989677010305007,29.55614,66.1,6.050623893737793,B,1.1,1.1,105.54381972586528,95.68272262368068,89.08106519815843,83.26304437816829,89.27155318899655,78.31583392702991,66.1,6.050623893737793,B,1.1,1.1,96.09089212392684,97.10896693194555,91.92723744845988,84.9581363800157,65.30156175706813,80.29604085401473,S,S,A,A,B,B,84.79694990449127,S,55.667491457523276,47.79011539298933,63.6,6.070035934448242,BL-A,1.2,112.37159563281051
464114,285023_43946,Desire Doue,France,FW,5,8,13,2,6,1,0.41,2.41,1,0,9,110,15,1,4,0,0,0,0,120,84,3,33,9,56,1,100,,,,126,40,54,32,41,85,10,50,48,294,6.66,359,165,30522.06,69.0,113.0,82.0,5.614284992218018,5.89695930480957,6.181582450866699,Round of 16,1.0,277.0,130.0,0.0,True,78.85,5.79851050376892,B,1.1,1.1,30.52206,6.66,277.0,0.2042952389010058,0.016629582141814044,0.09432997452634853,1.655518918854438,0.9788139157118936,0.4845119208787752,0.2547934464520642,0.8162716009086594,28.9966221930266,1.9379993135844962,0.2602785965826101,69.54845319598657,2.297755509448243,24.106528622762813,3.4200056173746085,0.361623275185079,0.8977168900604524,11.594591607431536,8.781357747531542,1.983225198699668,37.08817636020791,85.17911887892951,7.294401360332133,30.52206,78.85,5.79851050376892,B,1.1,1.1,96.4911990771641,80.64418340112624,87.12983174530443,87.42207715720241,77.32907015166057,91.99493791144153,78.85,5.79851050376892,B,1.1,1.1,80.72415080253825,65.45594408250871,80.71113267038565,45.65826568031032,100.48498591858383,91.44798085439162,A,B,A,D,S,A,66.53449201414193,A,62.62011752506049,47.326400536732635,77.3,5.812741661071777,BL-A,1.2,88.42380604840736
403094,285023_43946,Jean Philippe Mateta,France,FW,0,1,0,1,0,0,0.15,0.0,0,0,0,13,2,1,0,0,0,0,0,2,100,0,0,0,0,0,0,,,,7,6,1,0,4,3,1,0,3,6,3.04,22,14,2380.43,,,,,,,Round of 16,0.0,18.0,567.0,0.0,False,,,None,1.0,1.0,2.38043,3.04,18.0,0.018855005128733445,0.01440522391835235,0.040602870844351366,0.32728098902341546,0.05731921559134968,0.2615901511549081,0.06259861702739504,0.2327461833090856,6.460621417347979,0.25574928956614046,0.06735007831983587,14.708915200959153,0.5673848143338469,5.545013988294403,0.907068206730829,0.31325286520763773,0.14518353949124754,2.9285845366017176,2.2308990668249034,0.29492580022250886,8.25209830464604,20.501256576528863,1.8691262818032042,2.38043,,,None,1.0,1.0,29.16809332673653,15.72981097724293,30.69170893192955,16.49906957625628,53.03990729157063,15.891705619525379,,,None,1.0,1.0,35.57297499066816,39.41005527170506,11.16420082464225,38.889713207707146,13.939748607098009,9.265645316298265,C,C,F,D,E,F,30.497132406482404,D,33.33639284075264,29.096809085992426,,,None,1.0,34.306304492519
389867,285023_43946,Kylian Mbappe,France,FW,17,26,27,17,9,0,3.87,1.81,4,0,15,102,10,5,6,0,0,0,2,153,88,6,17,19,84,9,89,,,,271,124,89,58,182,89,19,104,119,411,5.33,336,160,42709.27,1.0,341.0,3.0,8.85826301574707,4.696123600006104,7.499510765075684,Round of 16,7.0,482.0,1.0,2.0,True,52.5,7.894254040718079,B,1.1,1.1,42.70927,5.33,482.0,1.0998139207723014,0.3230436270273153,0.6143533247442446,4.181881833033493,2.682240528187565,2.7273380899076627,0.6790998482549635,1.1543109016744384,29.639488174618098,3.185084891484551,1.4561648973053098,76.93752106393958,2.8716289995288107,19.166856738115314,2.1221235715296345,0.9240005687723638,1.0687581742936647,20.78156723911488,20.408865530781757,3.068877612346325,30.61742077662399,68.53881251889267,8.0564041991564,42.70927,52.5,7.894254040718079,B,1.1,1.1,110.00000000000001,105.91395355407789,99.63531042843513,89.68483938938859,97.49628553085591,90.65100914123374,52.5,7.894254040718079,B,1.1,1.1,109.42515864128407,110.00000000000001,110.00000000000001,99.67081416792081,81.53542299111227,81.18736691352443,S+,S+,S+,S,A,A,96.93961881458593,S+,53.09987988542918,51.62558741728205,35.6,8.034423398971558,BL-A,1.2,128.29442933887407
485655,285023_43946,Michael Olise,France,FW,5,14,0,7,7,0,1.61,0.0,17,0,26,154,14,3,9,1,0,0,0,275,88,15,20,21,81,1,100,,,,231,39,132,60,157,74,5,77,159,623,7.24,632,241,52521.25,72.0,228.0,1.0,5.590426445007324,5.321447372436523,8.186074256896973,Round of 16,0.0,437.0,164.0,5.0,True,77.64999999999999,6.198991537094115,B,1.1,1.1,52.52125,7.24,437.0,0.0190390055770287,0.8128301496550221,0.27409813233948727,2.4060141363407834,0.8561629263483393,1.2220841517585745,2.777376286455921,2.629870533025359,50.10999419809928,3.6110393391023403,0.22766419779998093,113.3607438925848,4.724000372673643,28.11074480149236,2.831802457065453,0.6356235475242954,1.5835121718526308,27.863635432663038,7.521346460534803,0.9364313738610924,44.574737566898314,118.09201293449873,9.892692909686739,52.52125,77.64999999999999,6.198991537094115,B,1.1,1.1,85.88654151165366,109.45307292536502,105.96482445404055,101.71191465186007,97.06930135840553,109.87080516440045,77.64999999999999,6.198991537094115,B,1.1,1.1,45.3919372900336,59.981955972573076,101.63327674023772,110.00000000000001,109.75860429391759,105.79211185859384,C,B,S,S+,S+,S+,56.632342359990204,A,34.00469541579142,45.42042042042041,66.3,6.342222881317139,BL-A,1.2,75.43899328253052
398680,285023_43946,Ousmane Dembele,France,FW,5,12,33,8,4,0,1.14,3.52,13,0,18,150,6,0,2,0,0,0,2,200,82,26,8,19,63,3,100,,,,122,37,54,31,42,80,10,111,101,499,6.18,477,147,40236.93,7.0,328.0,21.0,7.075489044189453,4.82135820388794,6.872978687286377,Round of 16,4.0,391.0,5.0,2.0,True,58.64999999999999,6.686741828918457,B,1.1,1.1,40.23693,6.18,391.0,0.681583250997619,0.34600070981332254,0.20629841789443157,2.162585554228736,0.8872982339098207,1.431989555362744,2.2165267623408065,4.545601316083062,39.52257673302719,3.411432825375501,0.5668693925495623,96.9658241673379,3.5720901059173857,28.471171118703605,1.611080329556323,0.16234979446899098,0.48285756134916613,19.280075086829363,7.463942571026845,1.797800570675199,30.642228012070085,96.7397990173004,8.219851536419762,40.23693,58.64999999999999,6.686741828918457,B,1.1,1.1,107.38181145860676,110.00000000000001,95.7387762828222,87.99313311651166,82.76023132757507,96.81988613330208,58.64999999999999,6.686741828918457,B,1.1,1.1,101.76745054124672,103.69028851450169,85.81760853747274,105.02193865654876,95.0133499140485,90.8468539770479,S,S+,A,S+,A,A,91.80903809355081,S+,50.62464943144154,40.46477065459703,43.300000000000004,6.789322853088378,BL-A,1.2,121.56663463068902
448332,285023_43946,Mike Maignan,France,GK,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,0,148,77,0,0,3,33,1,100,10.0,59.0,47.0,27,0,0,27,17,10,0,0,5,279,3.1,61,5,26002.36,,,,,,,Round of 16,0.0,502.0,1282.0,0.0,False,,,None,1.0,1.0,26.00236,3.1,502.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402047,285023_43946,Adrien Rabiot,France,MF,1,6,0,2,4,1,0.77,0.0,0,0,7,68,18,7,2,0,0,0,0,244,92,1,0,10,80,1,100,,,,130,38,31,61,90,40,6,20,73,532,5.32,519,158,44604.05,228.0,48.0,90.0,4.641147136688232,6.401098251342773,6.144330024719238,Round of 16,0.0,402.0,251.0,1.0,True,166.49999999999997,5.280935525894165,C,1.0,1.0,44.60405,5.32,402.0,0.01955969514229206,0.17896686395305184,0.14381478836717343,1.1596291260026887,0.22348473009690856,0.43539012066958027,0.06493818787240965,0.40546813370079393,46.3957098890887,1.9055402735534566,0.23389048791260794,101.53488168911285,1.7367531442722377,14.773533366149445,3.5653412305369967,1.309099969681164,0.4786561663243303,14.519665909598176,7.563021269301377,1.1260646891385155,32.17986255083629,102.7870325197375,8.864638978999025,44.60405,166.49999999999997,5.280935525894165,C,1.0,1.0,69.12388470419035,76.95372388563567,94.81659361794053,70.8646330530798,92.73928287217059,92.66472297050368,166.49999999999997,5.280935525894165,C,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
405893,285023_43946,Aurelien Tchouameni,France,MF,0,2,0,0,2,0,0.06,0.0,0,0,7,47,14,4,2,1,0,0,0,195,96,1,0,1,100,2,100,,,,128,1,25,102,98,30,1,7,48,411,3.97,462,114,33560.45,,,,,,,Round of 16,0.0,304.0,235.0,1.0,False,,,None,1.0,1.0,33.560449999999996,3.97,304.0,0.02124001053349334,0.1943413763791233,0.029708544333267355,0.5467933911695709,0.06456963202181976,0.11656517780781145,0.07051683497119787,0.44030069835697616,41.65384129726188,0.46621351120783805,0.4320973342887069,88.7056471915198,1.8859524552946223,12.302289621036795,3.1591730867190284,0.8872188399957206,0.5197760977709674,11.314157130995277,1.6225196846512153,0.33223152476256196,27.1073227232515,101.46466311905945,7.659153956753551,33.560449999999996,,,None,1.0,1.0,51.52598975091818,60.63158500414665,78.17513102290748,61.68118792035321,88.69161036364359,80.67416095576657,,,None,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
485666,285023_43946,Maghnes Akliouche,France,MF,0,0,0,0,0,0,0.0,0.0,0,0,0,8,2,0,0,0,0,0,0,7,71,2,0,0,0,0,0,,,,11,3,5,3,7,4,0,2,4,20,1.66,24,5,1369.75,,,,,,,Round of 16,0.0,10.0,526.0,0.0,False,,,None,1.0,1.0,1.36975,1.66,10.0,0.015177986346223858,0.011595981568515027,0.013592797452224236,0.13617689349832043,0.04614107849252053,0.08329678906807654,0.05039091466946321,0.44191550468494445,5.837096022857096,0.20587420680018037,0.05421576722871162,13.622357423854973,0.4567359651305684,3.8272540539769704,0.7301758213724279,0.12488447165672988,0.1168704948659237,2.484744297224197,1.414001445329343,0.11013146892820032,5.497298010309545,16.757751639769097,1.3759790701818897,1.36975,,,None,1.0,1.0,2.790273019380455,7.391919287373236,6.243402409072392,3.2823311158897965,7.667158862249626,2.8869442313959337,,,None,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
485677,285023_43946,Manu Kone,France,MF,2,5,0,1,4,0,0.16,0.0,0,0,18,51,14,4,4,1,0,0,0,198,93,0,0,2,100,0,0,,,,57,2,11,44,41,16,1,5,66,438,3.79,386,82,31433.26,,,,,,,Round of 16,0.0,299.0,1107.0,0.0,False,,,None,1.0,1.0,31.433259999999997,3.79,299.0,0.021335368615074363,0.01630022162191681,0.04773328831899408,1.0859892272793874,0.42268684061580214,0.29600216297251614,0.07083342380204688,0.26336379018447786,42.3775892653776,0.6472202599208446,0.07620993669304561,93.93456441802108,3.862469792598602,13.073176000991431,3.1733563511038025,0.8912020530167839,0.8799369783880248,14.585398481269745,1.8087177273254929,0.33372309468396755,21.503785273728734,88.32275559954925,7.312956760176973,31.433259999999997,,,None,1.0,1.0,59.964132097134616,53.76546381230438,79.50912990000307,78.4130278258499,91.14912581524925,68.37982392742083,,,None,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
431861,285023_43946,Rayan Cherki,France,MF,0,0,0,0,0,0,0.0,0.0,1,0,6,63,9,2,1,0,0,0,0,57,88,2,0,5,60,1,100,,,,32,4,20,8,23,9,2,15,28,125,7.52,179,62,11740.08,,,,,,,Round of 16,0.0,94.0,785.0,0.0,False,,,None,1.0,1.0,11.74008,7.52,94.0,0.025290665736140885,0.019322068622411637,0.022649308606658328,0.22690785298465602,0.0768836238378683,0.13879517355994117,0.29604691295932384,0.7363517832775952,20.3302894422048,1.4034521036216954,0.3024201607248313,44.967163368326744,2.033538129623968,18.041753960185243,2.7012454259457352,0.6322554031076393,0.4068200288836209,9.230227490908453,2.568194043581869,0.6076728760121104,21.248666577007317,60.795680588610814,4.492115809731589,11.74008,,,None,1.0,1.0,59.09537586053254,76.18901525492514,64.48089570514409,65.82249772256439,66.11000342847498,52.938167958421545,,,None,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
379955,285023_43948,Antonio Ruediger,Germany,DF,0,1,0,0,1,0,0.04,0.0,0,0,5,14,4,1,0,0,0,0,0,246,93,1,0,4,25,0,0,,,,11,0,1,10,5,6,0,2,19,514,5.87,258,72,28802.14,290.0,92.0,331.0,4.505339622497559,6.062807559967041,4.97088098526001,Round of 16,0.0,300.0,1119.0,0.0,True,270.55,4.855345153808594,C,1.0,1.0,28.802139999999998,5.87,300.0,0.021316219229056986,0.016285591490999535,0.026240076393464883,0.37000219644036464,0.06480130645633324,0.11698341112906474,0.07076984784046919,0.4418804876807449,50.919701326735456,1.0041455076919905,0.07614153508619154,107.43548810748638,1.5352130566271096,6.44757841040175,1.3829773558307912,0.3541429293339462,0.1641348880637388,6.170912832559016,1.449588172452791,0.15467048672603745,19.6969539515409,65.36308830870861,6.836072278188741,28.802139999999998,270.55,4.855345153808594,C,1.0,1.0,39.24082643642815,43.10456801640937,81.35753908932357,39.377268640941224,56.9256674446723,53.493597495955626,270.55,4.855345153808594,C,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
430657,285023_43948,David Raum,Germany,DF,1,1,0,1,0,0,0.04,0.0,2,0,18,29,8,2,0,0,0,0,0,52,85,14,21,4,50,1,0,,,,54,27,14,13,18,36,4,13,15,134,3.53,198,85,13697.63,,,,,,,Round of 16,0.0,123.0,859.0,0.0,False,,,None,1.0,1.0,13.697629999999998,3.53,123.0,0.024991199999268868,0.01909327679944142,0.030763945055099984,0.43379169598730927,0.28554389759164633,0.3467223551898565,0.5021120831853105,3.2424804671051395,19.041706069842924,1.1772632351655588,0.2988392159912573,46.32084487544487,4.52430688306764,10.702720204486885,2.4596894399280407,0.6247688927817222,0.1924322399943703,6.396514300612867,7.357909103784741,1.0196187455701704,25.817186927244705,64.05764376772596,4.8491698755743275,13.697629999999998,,,None,1.0,1.0,65.39309716814039,80.91536708911202,63.44078479728993,67.35833762024309,59.37419700875819,56.415386242265164,,,None,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
401378,285023_43948,Jonathan Tah,Germany,DF,1,1,0,1,0,1,0.03,0.0,0,0,5,27,9,5,1,0,0,0,0,375,97,1,0,3,100,1,100,,,,52,2,1,49,37,15,0,4,59,794,6.1,392,119,42610.17,,,,,,,Round of 16,0.0,419.0,1258.0,0.0,False,,,None,1.0,1.0,42.61017,6.1,419.0,0.019302047807662426,0.014746764525054093,0.02214202244176315,0.3350406565014471,0.2205409089063936,0.26779232193955116,0.06408279872143925,0.40012716170888485,66.98858047053224,0.7474010271764325,0.23080959834007,142.60545082910284,1.390150640483677,7.942561048279395,2.061613122240808,0.9681306672169456,0.31048845169010053,12.06233008153146,1.6363418262544753,0.14005565889239852,25.44333317584285,80.87652396977616,8.425136000688758,42.61017,,,None,1.0,1.0,43.89256253403013,44.057833330517155,85.71904495005292,48.107988162036605,91.9373854884058,77.36421062222381,,,None,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
386413,285023_43948,Joshua Kimmich,Germany,DF,1,5,0,1,4,0,0.15,0.0,15,0,26,55,9,0,7,0,0,0,0,368,91,25,20,9,56,2,100,,,,100,6,21,73,45,55,1,10,73,778,6.79,518,157,44638.55,159.0,28.0,77.0,4.856651782989502,6.664299488067627,6.231894016265869,Round of 16,0.0,392.0,178.0,2.0,True,118.85,5.471609497070312,B,1.1,1.1,44.63855,6.79,392.0,0.01971560702257605,0.34572412225588367,0.04245611391193587,1.0035419224331412,0.22526614459394897,0.2735299505852151,2.5454163039947186,4.376636934219622,67.26654047636592,1.7553987868620815,0.40108554677527714,143.01557629307703,4.891880226901621,12.741995281374672,2.105784554867303,0.16222001458175578,1.30912506879106,14.635403317394786,2.3327243354351683,0.3083871438011296,32.2710400865651,103.44102540362479,8.941003628037391,44.63855,118.85,5.471609497070312,B,1.1,1.1,69.18038683106587,100.77855513696872,102.5581011516273,85.39584495365807,83.48441610398875,102.68287431104245,118.85,5.471609497070312,B,1.1,1.1,,,,,,,,,,,,,,,,,,,,,
514188,285023_43948,Malick Thiaw,Germany,DF,0,0,0,0,0,0,0.0,0.0,0,0,3,7,3,1,1,0,0,0,0,38,87,0,0,0,0,0,0,,,,1,0,0,1,0,1,0,2,12,80,3.0,69,20,5108.07,,,,,,,Round of 16,0.0,50.0,677.0,0.0,False,,,None,1.0,1.0,5.10807,3.0,50.0,0.02424214945122872,0.018521002180738738,0.021710299362542387,0.21750056487642405,0.07369613433173532,0.1330409161883432,0.08048393617807935,0.2992450928259673,15.624927264408507,0.3288205151564663,0.086592957839789,33.95486898460563,1.3393625957474196,5.909568030313572,1.3695198296647477,0.4027536838383914,0.38995382892814273,5.594926479013913,1.648563131281358,0.17590103641811555,11.82957634632414,35.913354528760145,2.957662328981514,5.10807,,,None,1.0,1.0,39.027162748954765,36.43222449668775,36.91275715326324,30.004968557293754,44.84364321601565,25.929549046044947,,,None,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
511015,285023_43948,Nathaniel Brown,Germany,DF,2,3,33,3,0,0,0.21,4.87,11,0,3,64,21,4,1,0,0,0,0,131,88,19,32,6,67,0,0,,,,152,60,55,37,62,90,8,41,65,304,4.93,354,129,34794.69,94.0,209.0,141.0,5.3863911628723145,5.383767604827881,5.875782489776611,Round of 16,1.0,319.0,69.0,1.0,True,123.0,5.508345460891723,B,1.1,1.1,34.79469,4.93,319.0,0.19672359794438424,0.19177709588412914,0.055681124858272014,0.7153424476629988,0.4152453405610793,0.6423186630107577,2.0029886628850084,3.5982402350405116,29.855344447215526,1.3388811706483812,0.0748682430475905,68.72846956000872,1.1580124625468489,15.12794966436945,4.34783557926765,0.8755122337722774,0.33715395304484796,14.152855308141188,11.971177751621877,1.5581947262125746,29.38610677908149,81.1433699719623,7.77502831329363,34.79469,123.0,5.508345460891723,B,1.1,1.1,89.59284068578167,100.83897149986443,89.26594453501775,73.46217517233136,88.02552387094634,88.01760009313963,123.0,5.508345460891723,B,1.1,1.1,,,,,,,,,,,,,,,,,,,,,
